S no,AICTE Id,Institute Name,State,District,Institute Type,Program,University/Board,Level,Name of the Course,Approved Intake,Seats for NRI Quota
1291,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,DIGITAL COMMUNICATIONS,18,1
1292,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,VLSI,18,1
1293,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,CHEMICAL ENGINEERING,60,3
1294,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,ELECTRICAL POWER SYSTEMS,36,2
1295,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,COMPUTER TECHNOLOGY AND APPLICATIONS,18,1
1296,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,POWER ELECTRONICS,18,1
1297,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,UNDER GRADUATE,AERONAUTICAL ENGINEERING,120,6
1298,1-9318735861,SCHOOL OF ENGINEERING SRI SATYA SAI UNIVERSITY OF TECHNOLOGY AND MEDICAL SCIENCESSSSUTMS,Madhya Pradesh,SEHORE,State Private University,ENGINEERING AND TECHNOLOGY,Sri Satya Sai University of Technology & Medical Sciences,POST GRADUATE,INDUSTRIAL DESIGN,18,1
1299,1-9322089213,ALLANA INSTITUTE OF MANAGEMENT SCIENCES PUNE,Maharashtra,PUNE,Private-Self Financing,COMPUTER APPLICATIONS,"University of Pune, Pune",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,120,6
1300,1-9318536801,ALLANA INSTITUTE OF MANAGEMENT SCIENCES PUNE,Maharashtra,PUNE,Private-Self Financing,MANAGEMENT,"University of Pune, Pune",POST GRADUATE,MBA,120,6
1301,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,CHEMICAL ENGINEERING,30,2
1302,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,CIVIL ENGINEERING,60,3
1303,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,COMPUTER ENGINEERING,120,6
1304,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,ELECTRICAL ENGINEERING,60,3
1305,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGINEERING,120,6
1306,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,120,6
1307,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
1308,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
1309,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",UNDER GRADUATE,PRODUCTION ENGINEERING,30,2
1310,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,CHEMICAL ENGINEERING,6,0
1311,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,CIVILWATER RESOURCE ENGINEERING,6,0
1312,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,COMPUTER ENGINEERING,6,0
1313,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,MECHANICAL ENGINEERING,6,0
1314,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,ELECTRONICS ENGINEERING,6,0
1315,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,ELECTRICAL ENGINEERING,6,0
1316,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,INFORMATION TECHNOLOGY,6,0
1317,1-9317839460,BHARATI VIDYAPEETH DEEMED UNIVERSITY COLLEGE OF ENGINEERING,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Bharati Vidyapeeth University, Pune",POST GRADUATE,NANO TECHNOLOGY,6,0
1318,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,COMPUTER ENGINEERING,120,6
1319,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,COMPUTER ENGINEERING,18,1
1320,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,INSTRUMENTATION CONTROL ENGINEERING,30,2
1321,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,PROCESS INSTRUMENTATION,18,1
1322,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,BIOMEDICAL INSTRUMENTATION,18,1
1323,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,ELECTRICAL ENGINEERING,60,3
1324,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,POWER ELECTRONICS AND POWER SYSTEMS,18,1
1325,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,EMBEDDED CONTROL SYSTEMS,18,1
1326,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,MANUFACTURING SCIENCE AND ENGINEERING,60,3
1327,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,MANUFACTURING ENGINEERING AND AUTOMATION,18,1
1328,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,MECHATRONICS,18,1
1329,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
1330,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,DESIGN ENGINEERING,18,1
1331,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,THERMAL ENGINEERING,18,1
1332,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,CIVIL ENGINEERING,60,3
1333,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,CONSTRUCTION MANAGEMENT,18,1
1334,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,GEOTECHNICAL ENGINEERING,18,1
1335,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,STRUCTURAL ENGINEERING,18,1
1336,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,METALLURGY AND MATERIAL TECHNOLOGY,60,3
1337,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,PROCESS METALLURGY,18,1
1338,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,MATERIALS ENGINEERING,18,1
1339,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,ELECTRONICS TELE-COMMUNICATION ENGINEERING,60,3
1340,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,SIGNAL PROCESSING,18,1
1341,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,DIGITAL SYSTEMS,18,1
1342,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,VLSI AND EMBEDDED SYSTEMS,18,1
1343,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,WIRED AND WIRELESS COMMUNICATION,18,1
1344,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,AUTOMOTIVE TECHNOLOGY,36,2
1345,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,PROJECT MANAGEMENT,18,1
1346,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,PLANNING,"University of Pune, Pune",UNDER GRADUATE,PLANNING,60,3
1347,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,PLANNING,"University of Pune, Pune",POST GRADUATE,TOWN COUNTRY PLANNING,31,2
1348,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,ENVIRONMENT AND WATER RESOURCE ENGINEERING,18,1
1349,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,POWER ELECTRONICS AND MACHINE DRIVES,24,1
1350,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,INFORMATION SECURITY,24,1
1351,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,MANAGEMENT,Savitribai Phule Pune University,POST GRADUATE,MBA,30,2
1352,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,Savitribai Phule Pune University,POST GRADUATE,ROBOTICS ARTIFICIAL INTELLIGENCE,18,1
1353,1-9322696143,COLLEGE OF ENGINEERING PUNE,Maharashtra,PUNE,Government,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",POST GRADUATE,TRANSPORTATION ENGINEERING,24,1
1354,1-9319648277,D.K.T.E. SOCIETYS TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,TEXTILE TECHNOLOGY,60,3
1355,1-9319648277,D.K.T.E. SOCIETYS TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,TEXTILE CHEMISTRY,60,3
1356,1-9319648277,D.K.T.E. SOCIETYS TEXTILE ENGINEERING INSTITUTE,Maharashtra,KOLHAPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Shivaji University, Kolhapur",UNDER GRADUATE,FASHION TECHNOLOGY,30,2
1357,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,STRUCTURAL ENGINEERING,24,1
1358,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,ELECTRICAL ENGINEERING,60,3
1359,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,ELECTRONICS ENGINEERING,60,3
1360,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,60,3
1361,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,9
1362,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,INFORMATION TECHNOLOGY,180,9
1363,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,1
1364,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,VLSI,18,1
1365,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,1
1366,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,INTEGRATED POWER SYSTEMS,18,1
1367,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,MANAGEMENT,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,MBA,60,3
1368,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,TRANSPORTATION ENGINEERING,18,1
1369,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,CIVIL ENGINEERING,90,5
1370,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,MECHANICAL ENGINEERING,90,5
1371,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,COMMUNICATION ENGINEERING,24,1
1372,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE,120,6
1373,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,DATA SCIENCE,60,3
1374,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,60,3
1375,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING CYBER SECURITY,60,3
1376,1-9322420002,G. H. RAISONI COLLEGE OF ENGINEERING NAGPUR.,Maharashtra,NAGPUR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING IoT,60,3
1377,1-9318532494,HUMERA KHAN COLLEGE OF PHARMACY,Maharashtra,MUMBAI CITY,Private-Self Financing,PHARMACY,"Mumbai University, Mumbai",UNDER GRADUATE,PHARMACY,100,5
1378,1-9318340850,INSTITUTE OF CHEMICAL TECHNOLOGY,Maharashtra,MUMBAI CITY,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Institute of Chemical Technology, Mumbai",UNDER GRADUATE,OILS OLEOCHEMICALS AND SURFACTANTS TECHNOLOGY,16,1
1379,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",UNDER GRADUATE,ELECTRICAL ENGINEERING,60,3
1380,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",POST GRADUATE,ELECTRONICS TELE COMMUNICATION,18,1
1381,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",POST GRADUATE,MECHANICAL ENGINEERING,18,1
1382,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",UNDER GRADUATE,PLASTIC AND POLYMER ENGINEERING,60,3
1383,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,MANAGEMENT,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",POST GRADUATE,MBA,60,3
1384,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",UNDER GRADUATE,AGRICULTURAL ENGINEERING,30,2
1385,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",UNDER GRADUATE,CIVIL ENGINEERING,120,6
1386,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,60,3
1387,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",UNDER GRADUATE,ELECTRONICS AND COMPUTER ENGINEERING,60,3
1388,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
1389,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",POST GRADUATE,FOOD PROCESSING TECHNOLOGY,24,1
1390,1-9317745638,MAHARASHTRA INSTITUTE OF TECHNOLOGY,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",POST GRADUATE,COMPUTER SCIENCE TECHNOLOGY,18,1
1391,1-9322389320,MAHATMA GANDHI MISSIONS JAWAHARLAL NEHRU ENGINEERING COLLEGE,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,MGM University Aurangabad,UNDER GRADUATE,ELECTRONICS AND COMPUTER ENGINEERING,120,6
1392,1-9322389320,MAHATMA GANDHI MISSIONS JAWAHARLAL NEHRU ENGINEERING COLLEGE,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,MGM University Aurangabad,POST GRADUATE,VLSI AND EMBEDDED SYSTEMS,18,1
1393,1-9322389320,MAHATMA GANDHI MISSIONS JAWAHARLAL NEHRU ENGINEERING COLLEGE,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,MGM University Aurangabad,UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
1394,1-9322389320,MAHATMA GANDHI MISSIONS JAWAHARLAL NEHRU ENGINEERING COLLEGE,Maharashtra,AURANGABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,MGM University Aurangabad,POST GRADUATE,MECHANICAL ENGINEERING,18,1
1395,1-9322389320,MAHATMA GANDHI MISSIONS JAWAHARLAL NEHRU ENGINEERING COLLEGE,Maharashtra,AURANGABAD,Private-Self Financing,COMPUTER APPLICATIONS,MGM University Aurangabad,POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,60,3
